SK_ID_CURR,TARGET
100001,0.08775037083164697
100005,0.16395691594367817
100013,0.11023764926710175
100028,0.07657538867236542
100038,0.15492396176337914
100042,0.0749093813528307
100057,0.1070787926057553
100065,0.14412695141487283
100066,0.06166591829242641
100067,0.12066427808944137
100074,0.09137688225467623
100090,0.14454105494901628
100091,0.14028383538718892
100092,0.13157598612195798
100106,0.1845051062568603
100107,0.13657423049473383
100109,0.13157989191839242
100117,0.10786973342596426
100128,0.08709031317306397
100141,0.11537790491698857
100150,0.08880691579547183
100168,0.0922453152399626
100169,0.06372529363754546
100170,0.10424587420415608
100171,0.12159606720290425
100172,0.15202423478347413
100184,0.10229484779177037
100187,0.0857297328465532
100212,0.10905645713633401
100222,0.1110808360763295
100223,0.07732911913587567
100232,0.09156341758513988
100241,0.1610017544433623
100245,0.09753623460501704
100253,0.07848608860729696
100256,0.11013331488977474
100271,0.078888395560669
100278,0.12510612725109646
100280,0.08826328148445194
100306,0.17404236541736345
100311,0.13910434703001884
100312,0.09129249254010145
100330,0.09288517047473464
100331,0.11722485702936575
100352,0.12338529843413867
100358,0.12290920880409825
100367,0.11565558186944289
100382,0.10202412674487561
100384,0.08933214617331077
100385,0.13914184016452077
100386,0.11108385473080545
100399,0.09850860781424293
100404,0.08654212059681828
100416,0.09257878262978285
100422,0.15778375459668792
100426,0.09982128167333316
100438,0.08088568705526011
100444,0.13244149235160674
100445,0.14947431079199408
100446,0.13578574178876496
100447,0.0906428273718067
100450,0.10486300558216285
100466,0.1213859366812652
100483,0.09240173022095152
100484,0.07433934618110936
100494,0.09864733918538701
100510,0.15609113541170877
100512,0.08620459811895834
100517,0.08813459339903046
100548,0.08492672980022752
100551,0.0962253343644095
100552,0.148703531051566
100553,0.10255502266828997
100561,0.11108509722725565
100568,0.14294152328106305
100569,0.0878380920090141
100591,0.12240517845810715
100592,0.06694376120289228
100602,0.12545273266541712
100607,0.10282755735781987
100613,0.11747101062077227
100617,0.09423891131424844
100618,0.1152066147701117
100622,0.18910190521193254
100625,0.14824249139838477
100677,0.10469526147425054
100699,0.09434972952570275
100702,0.1553157877693374
100711,0.10753690277117503
100729,0.17200443924007858
100740,0.13746037749431658
100744,0.12247477356252873
100745,0.12083698649713193
100747,0.11428391764648309
100751,0.1374736624615667
100752,0.11714463455538988
100753,0.1714449195907103
100754,0.12818903118148603
100760,0.14358530037871822
100762,0.12222713713457278
100763,0.0911878394781142
100765,0.09521423213545725
100770,0.11603211743938115
100772,0.10367574077418067
100777,0.10258381025659562
100791,0.08403492386870526
100792,0.07579708865799026
100797,0.11281036143960374
100823,0.11307075758226406
100826,0.11425498768086947
100830,0.0919772500494841
100836,0.1591235417865319
100872,0.09866698849873143
100910,0.1062638434335845
100913,0.0847106914544981
100918,0.09365334023791377
100931,0.07655398622628685
100952,0.14199374887620717
100953,0.13995425665931363
100965,0.13816661513935954
100970,0.10924316787058853
100982,0.13719935546813575
100983,0.10898111938198912
100984,0.08114534032759206
100987,0.1370409898488684
100997,0.10660038533885369
